sciName,comName,speciesCode
Bombycilla japonica,Japanese Waxwing,japwax1
Bombycilla garrulus/japonica,Bohemian/Japanese Waxwing,y00428
Moho braccatus,Kauai Oo,kauoo
Moho apicalis,Oahu Oo,oahoo
Moho bishopi,Bishop's Oo,bisoo
Moho nobilis,Hawaii Oo,hawoo
Chaetoptila angustipluma,Kioea,kioea
Phainoptila melanoxantha,Black-and-yellow Silky-flycatcher,bayfly1
Ptiliogonys cinereus,Gray Silky-flycatcher,grsfly1
Ptiliogonys caudatus,Long-tailed Silky-flycatcher,ltsfly1
Phainopepla nitens,Phainopepla,phaino
Dulus dominicus,Palmchat,palmch1
Hylocitrea bonensis,Hylocitrea,olfwhi1
Hylocitrea bonensis bonensis,Hylocitrea (Northern),hyloci1
Hylocitrea bonensis bonthaina,Hylocitrea (Southern),hyloci2
Hypocolius ampelinus,Hypocolius,hypoco1
Promerops gurneyi,Gurney's Sugarbird,gursug1
Promerops cafer,Cape Sugarbird,capsug1
Modulatrix stictigula,Spot-throat,spothr1
Arcanator orostruthus,Dapple-throat,dapthr1
Kakamega poliothorax,Gray-chested Babbler,gycill1
Prionochilus maculatus,Yellow-breasted Flowerpecker,yebflo2
Prionochilus percussus,Crimson-breasted Flowerpecker,crbflo1
Prionochilus plateni,Palawan Flowerpecker,palflo1
Prionochilus xanthopygius,Yellow-rumped Flowerpecker,yerflo1
Prionochilus thoracicus,Scarlet-breasted Flowerpecker,scbflo2
Prionochilus sp.,Prionochilus sp.,priono1
Pachyglossa olivacea,Olive-backed Flowerpecker,olbflo1
Pachyglossa agilis,Thick-billed Flowerpecker,thbflo1
Pachyglossa agilis agilis/zeylonica,Thick-billed Flowerpecker (Indian),thbflo2
Pachyglossa agilis [obsoleta Group],Thick-billed Flowerpecker (obsoletum Group),thbflo4
Pachyglossa agilis [aeruginosa Group],Thick-billed Flowerpecker (Striped),thbflo3
Pachyglossa everetti,Brown-backed Flowerpecker,brbflo1
Pachyglossa propria,Whiskered Flowerpecker,whiflo1
Pachyglossa chrysorrhea,Yellow-vented Flowerpecker,yevflo1
Pachyglossa melanozantha,Yellow-bellied Flowerpecker,yebflo1
Pachyglossa vincens,White-throated Flowerpecker,whtflo1
Dicaeum dayakorum,Spectacled Flowerpecker,speflo1
Dicaeum annae,Golden-rumped Flowerpecker,gorflo1
Dicaeum aureolimbatum,Yellow-sided Flowerpecker,yesflo1
Dicaeum nigrilore,Olive-capped Flowerpecker,olcflo1
Dicaeum anthonyi,Yellow-crowned Flowerpecker,flcflo2
Dicaeum kampalili,Flame-crowned Flowerpecker,flcflo3
Dicaeum bicolor,Bicolored Flowerpecker,bicflo1
Dicaeum quadricolor,Cebu Flowerpecker,cebflo1
Dicaeum australe,Red-keeled Flowerpecker,resflo1
Dicaeum haematostictum,Black-belted Flowerpecker,rekflo1
Dicaeum retrocinctum,Scarlet-collared Flowerpecker,sccflo1
Dicaeum trigonostigma,Orange-bellied Flowerpecker,orbflo1
Dicaeum trigonostigma [trigonostigma Group],Orange-bellied Flowerpecker (Orange-bellied),orbflo21
Dicaeum trigonostigma xanthopygium/dorsale,Orange-bellied Flowerpecker (Orange-breasted),orbflo22
Dicaeum trigonostigma [sibuyanicum Group],Orange-bellied Flowerpecker (Sibuyan),orbflo23
Dicaeum trigonostigma [cinereigulare Group],Orange-bellied Flowerpecker (Gray-throated),orbflo20
Dicaeum trigonostigma sibutuense/assimile,Orange-bellied Flowerpecker (Sulu),orbflo24
Dicaeum hypoleucum,Buzzing Flowerpecker,whbflo1
Dicaeum hypoleucum obscurum/cagayanense,Buzzing Flowerpecker (obscurum/cagayanense),whbflo7
Dicaeum hypoleucum pontifex,Buzzing Flowerpecker (pontifex),whbflo4
Dicaeum hypoleucum hypoleucum/mindanense,Buzzing Flowerpecker (hypoleucum/mindanense),whbflo8
Dicaeum erythrorhynchos,Pale-billed Flowerpecker,pabflo1
Pachyglossa agilis/Dicaeum erythrorhynchos,Thick-billed/Pale-billed Flowerpecker,y00826
Dicaeum concolor,Nilgiri Flowerpecker,plaflo1
Dicaeum erythrorhynchos/concolor,Pale-billed/Nilgiri Flowerpecker,y01106
Dicaeum minullum,Plain Flowerpecker,plaflo2
Dicaeum virescens,Andaman Flowerpecker,andflo1
Dicaeum pygmaeum,Pygmy Flowerpecker,pygflo1
Dicaeum nehrkorni,Crimson-crowned Flowerpecker,crcflo1
Dicaeum schistaceiceps,Halmahera Flowerpecker,flbflo3
Dicaeum erythrothorax,Buru Flowerpecker,flbflo2
Dicaeum vulneratum,Ashy Flowerpecker,ashflo1
Dicaeum pectorale,Olive-crowned Flowerpecker,olcflo2
Dicaeum geelvinkianum,Red-capped Flowerpecker,recflo1
Dicaeum nitidum,Louisiade Flowerpecker,louflo1
Dicaeum eximium,Red-banded Flowerpecker,rebflo1
Dicaeum aeneum,Midget Flowerpecker,midflo1
Dicaeum tristrami,Mottled Flowerpecker,motflo1
Dicaeum igniferum,Black-fronted Flowerpecker,blfflo1
Dicaeum maugei,Red-chested Flowerpecker,recflo2
Dicaeum ignipectus,Fire-breasted Flowerpecker,fibflo1
Dicaeum ignipectus ignipectus/dolichorhynchum,Fire-breasted Flowerpecker (Fire-breasted),fibflo12
Dicaeum ignipectus formosum,Fire-breasted Flowerpecker (Taiwan),fibflo8
Dicaeum cambodianum,Cambodian Flowerpecker,fibflo3
Dicaeum luzoniense,Fire-throated Flowerpecker,fibflo4
Dicaeum beccarii,Sumatran Flowerpecker,fibflo5
Dicaeum monticolum,Black-sided Flowerpecker,blsflo1
Dicaeum [undescribed Meratus form],Meratus Flowerpecker (undescribed form),merflo2
Dicaeum celebicum,Gray-sided Flowerpecker,gysflo1
Dicaeum celebicum [celebicum Group],Gray-sided Flowerpecker (Gray-sided),gysflo2
Dicaeum celebicum kuehni,Gray-sided Flowerpecker (Wakatobi),gysflo3
Dicaeum sanguinolentum,Javan Flowerpecker,blbflo5
Dicaeum rhodopygiale,Flores Flowerpecker,blbflo6
Dicaeum wilhelminae,Sumba Flowerpecker,blbflo3
Dicaeum hanieli,Timor Flowerpecker,blbflo4
Dicaeum keiense,Pink-breasted Flowerpecker,pibflo1
Dicaeum hirundinaceum,Mistletoebird,mistle1
Dicaeum hirundinaceum hirundinaceum,Mistletoebird (Australian),mistle7
Dicaeum hirundinaceum ignicolle,Mistletoebird (Aru),mistle3
Dicaeum cruentatum,Scarlet-backed Flowerpecker,scbflo1
Dicaeum trochileum,Scarlet-headed Flowerpecker,schflo1
Pachyglossa/Dicaeum sp.,Pachyglossa/Dicaeum sp.,dicaeu1
Dicaeidae sp.,flowerpecker sp.,flower2
Chalcoparia singalensis,Ruby-cheeked Sunbird,rucsun2
Deleornis fraseri,Fraser's Sunbird,sctsun2
Deleornis axillaris,Gray-headed Sunbird,gyhsun1
Anthreptes reichenowi,Plain-backed Sunbird,plbsun1
Anthreptes anchietae,Anchieta's Sunbird,ancsun1
Anthreptes simplex,Plain Sunbird,plasun1
Anthreptes malacensis,Brown-throated Sunbird,pltsun2
Anthreptes griseigularis,Gray-throated Sunbird,pltsun3
Anthreptes malacensis/griseigularis,Brown-throated/Gray-throated Sunbird,pltsun1
Anthreptes rhodolaemus,Red-throated Sunbird,retsun3
Anthreptes gabonicus,Mouse-brown Sunbird,mobsun1
Anthreptes longuemarei,Western Violet-backed Sunbird,wvbsun1
Anthreptes longuemarei longuemarei/haussarum,Western Violet-backed Sunbird (Northern),wvbsun3
Anthreptes longuemarei angolensis/nyassae,Western Violet-backed Sunbird (Southern),wvbsun2
Anthreptes orientalis,Eastern Violet-backed Sunbird,kvbsun1
Anthreptes neglectus,Uluguru Violet-backed Sunbird,uvbsun1
Anthreptes aurantius,Violet-tailed Sunbird,vitsun1
Anthreptes seimundi,Little Green Sunbird,ligsun2
Anthreptes rectirostris,Yellow-chinned Sunbird,grnsun1
Anthreptes tephrolaemus,Gray-chinned Sunbird,grnsun2
Anthreptes rubritorques,Banded Sunbird,bansun1
Anthreptes [undescribed form],Mafwemiro Sunbird (undescribed form),mafsun1
Hedydipna collaris,Collared Sunbird,colsun2
Hedydipna platura,Pygmy Sunbird,pygsun2
Hedydipna metallica,Nile Valley Sunbird,nivsun2
Hedydipna pallidigaster,Amani Sunbird,amasun2
Anabathmis reichenbachii,Reichenbach's Sunbird,reisun2
Anabathmis hartlaubii,Principe Sunbird,prisun2
Anabathmis newtonii,Newton's Sunbird,newsun2
Dreptes thomensis,Sao Tome Sunbird,satsun1
Anthobaphes violacea,Orange-breasted Sunbird,orbsun2
Cyanomitra verticalis,Green-headed Sunbird,gnhsun1
Cyanomitra verticalis verticalis/viridisplendens,Green-headed Sunbird (Green-headed),gnhsun3
Cyanomitra verticalis cyanocephala/bohndorffi,Green-headed Sunbird (Blue-headed),gnhsun2
Cyanomitra bannermani,Bannerman's Sunbird,bansun3
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,btbsun2
Cyanomitra oritis,Cameroon Sunbird,camsun2
Cyanomitra oritis bansoensis,Cameroon Sunbird (Green-headed),camsun4
Cyanomitra oritis poensis,Cameroon Sunbird (Bioko),camsun5
Cyanomitra oritis oritis,Cameroon Sunbird (Blue-headed),camsun3
Cyanomitra alinae,Blue-headed Sunbird,buhsun1
Cyanomitra olivacea,Olive Sunbird,eaosun1
Cyanomitra veroxii,Mouse-colored Sunbird,mocsun2
Chalcomitra adelberti,Buff-throated Sunbird,butsun2
Chalcomitra fuliginosa,Carmelite Sunbird,carsun2
Chalcomitra rubescens,Green-throated Sunbird,gntsun1
Chalcomitra amethystina,Amethyst Sunbird,amesun2
Chalcomitra senegalensis,Scarlet-chested Sunbird,sccsun2
Chalcomitra hunteri,Hunter's Sunbird,hunsun2
Chalcomitra balfouri,Socotra Sunbird,socsun2
Leptocoma zeylonica,Purple-rumped Sunbird,pursun3
Leptocoma minima,Crimson-backed Sunbird,crbsun2
Leptocoma zeylonica/minima,Purple-rumped Sunbird/Crimson-backed Sunbird,y01333
Leptocoma brasiliana,Van Hasselt's Sunbird,vahsun1
Leptocoma sperata,Purple-throated Sunbird,putsun3
Leptocoma sperata [sperata Group],Purple-throated Sunbird (Purple-throated),putsun5
Leptocoma sperata juliae,Purple-throated Sunbird (Orange-lined),putsun6
Leptocoma aspasia,Black Sunbird,blksun1
Leptocoma aspasia talautensis/sangirensis,Black Sunbird (Sangihe),blksun29
Leptocoma aspasia grayi,Black Sunbird (North Sulawesi),blksun4
Leptocoma aspasia porphyrolaema,Black Sunbird (South Sulawesi),blksun5
Leptocoma aspasia [undescribed form],Black Sunbird (Menui),blksun26
Leptocoma aspasia [aspasioides Group],Black Sunbird (Moluccan),blksun27
Leptocoma aspasia chlorolaema,Black Sunbird (Kai),blksun10
Leptocoma aspasia [aspasia Group],Black Sunbird (Papuan),blksun28
Leptocoma aspasia [corinna Group],Black Sunbird (Bismarck),blksun25
Leptocoma calcostetha,Copper-throated Sunbird,cotsun2
Nectarinia bocagii,Bocage's Sunbird,bocsun2
Nectarinia purpureiventris,Purple-breasted Sunbird,pubsun3
Nectarinia tacazze,Tacazze Sunbird,tacsun1
Nectarinia kilimensis,Bronze Sunbird,brosun1
Nectarinia famosa,Malachite Sunbird,malsun1
Nectarinia johnstoni,Red-tufted Sunbird,retsun2
Drepanorhynchus reichenowi,Golden-winged Sunbird,gowsun2
Cinnyris chloropygius,Olive-bellied Sunbird,olbsun3
Cinnyris minullus,Tiny Sunbird,tinsun2
Cinnyris gertrudis,Western Miombo Sunbird,miosun2
Cinnyris manoensis,Eastern Miombo Sunbird,miosun3
Cinnyris gertrudis/manoensis,Western/Eastern Miombo Sunbird,miosun1
Cinnyris chalybeus,Southern Double-collared Sunbird,sdcsun3
Cinnyris neergaardi,Neergaard's Sunbird,neesun2
Cinnyris stuhlmanni,Stuhlmann's Sunbird,stusun1
Cinnyris prigoginei,Prigogine's Sunbird,prisun3
Cinnyris ludovicensis,Montane Double-collared Sunbird,mdcsun3
Cinnyris ludovicensis ludovicensis,Montane Double-collared Sunbird (Western),mdcsun1
Cinnyris ludovicensis whytei/skye,Montane Double-collared Sunbird (Eastern),mdcsun2
Cinnyris reichenowi,Northern Double-collared Sunbird,ndcsun2
Cinnyris reichenowi preussi,Northern Double-collared Sunbird (Western),ndcsun1
Cinnyris reichenowi reichenowi,Northern Double-collared Sunbird (Eastern),ndcsun3
Cinnyris afer,Greater Double-collared Sunbird,gdcsun2
Cinnyris regius,Regal Sunbird,regsun2
Cinnyris rockefelleri,Rockefeller's Sunbird,rocsun2
Cinnyris mediocris,Eastern Double-collared Sunbird,edcsun3
Cinnyris usambaricus,Usambara Double-collared Sunbird,edcsun4
Cinnyris fuelleborni,Forest Double-collared Sunbird,edcsun1
Cinnyris moreaui,Moreau's Sunbird,morsun2
Cinnyris loveridgei,Loveridge's Sunbird,lovsun3
Cinnyris pulchellus,Beautiful Sunbird,beasun2
Cinnyris melanogastrus,Gorgeous Sunbird,beasun3
Cinnyris mariquensis,Marico Sunbird,marsun2
Cinnyris shelleyi,Shelley's Sunbird,shesun2
Cinnyris shelleyi shelleyi,Shelley's Sunbird (Shelley's),shesun3
Cinnyris shelleyi hofmanni,Shelley's Sunbird (Hofmann's),shesun1
Cinnyris congensis,Congo Sunbird,consun2
Cinnyris erythrocercus,Red-chested Sunbird,recsun2
Cinnyris nectarinioides,Black-bellied Sunbird,bkbsun1
Cinnyris bifasciatus,Purple-banded Sunbird,pubsun4
Cinnyris tsavoensis,Tsavo Sunbird,tsasun1
Cinnyris chalcomelas,Violet-breasted Sunbird,vibsun2
Cinnyris pembae,Pemba Sunbird,pemsun2
Cinnyris bouvieri,Orange-tufted Sunbird,ortsun3
Cinnyris osea,Palestine Sunbird,palsun2
Cinnyris osea decorsei,Palestine Sunbird (Decorse's),palsun1
Cinnyris osea osea,Palestine Sunbird (Palestine),palsun3
Cinnyris habessinicus,Abyssinian Sunbird,shisun3
Cinnyris hellmayri,Arabian Sunbird,shisun4
Cinnyris coccinigastrus,Splendid Sunbird,splsun2
Cinnyris johannae,Johanna's Sunbird,johsun2
Cinnyris superbus,Superb Sunbird,supsun2
Cinnyris rufipennis,Rufous-winged Sunbird,ruwsun2
Cinnyris oustaleti,Oustalet's Sunbird,oussun2
Cinnyris oustaleti oustaleti,Oustalet's Sunbird (Angola),oussun1
Cinnyris oustaleti rhodesiae,Oustalet's Sunbird (Eastern),oussun3
Cinnyris talatala,White-bellied Sunbird,whbsun2
Cinnyris venustus,Variable Sunbird,varsun2
Cinnyris venustus [venustus Group],Variable Sunbird (Yellow-bellied),varsun1
Cinnyris venustus igneiventris,Variable Sunbird (Orange-chested),varsun4
Cinnyris venustus albiventris,Variable Sunbird (White-bellied),varsun3
Cinnyris fuscus,Dusky Sunbird,dussun2
Cinnyris ursulae,Ursula's Sunbird,urssun2
Cinnyris batesi,Bates's Sunbird,batsun2
Cinnyris cupreus,Copper Sunbird,copsun2
Cinnyris asiaticus,Purple Sunbird,pursun4
Cinnyris ornatus,Ornate Sunbird,olbsun4
Cinnyris ornatus [ornatus Group],Ornate Sunbird (Ornate),olbsun32
Cinnyris ornatus rhizophorae,Ornate Sunbird (Cream-bellied),olbsun7
Cinnyris infrenatus,Tukangbesi Sunbird,olbsun23
Cinnyris frenatus,Sahul Sunbird,olbsun2
Cinnyris jugularis,Garden Sunbird,olbsun31
Cinnyris aurora,Palawan Sunbird,olbsun6
Cinnyris clementiae,South Moluccan Sunbird,olbsun1
Cinnyris teysmanni,Flores Sea Sunbird,olbsun8
Cinnyris idenburgi,Mamberamo Sunbird,olbsun9
Cinnyris buettikoferi,Apricot-breasted Sunbird,apbsun2
Cinnyris solaris,Flame-breasted Sunbird,flbsun2
Cinnyris sovimanga,Souimanga Sunbird,sousun2
Cinnyris sovimanga aldabrensis,Souimanga Sunbird (Sooty-bellied),sousun3
Cinnyris sovimanga sovimanga,Souimanga Sunbird (Yellow-bellied),sousun5
Cinnyris sovimanga apolis,Souimanga Sunbird (White-bellied),sousun4
Cinnyris sovimanga abbotti/buchenorum,Souimanga Sunbird (Abbott's),sousun1
Cinnyris notatus,Malagasy Sunbird,madsun1
Cinnyris notatus moebii,Malagasy Sunbird (Grande Comore),madsun2
Cinnyris notatus voeltzkowi,Malagasy Sunbird (Moheli),madsun3
Cinnyris notatus notatus,Malagasy Sunbird (Long-billed),madsun4
Cinnyris dussumieri,Seychelles Sunbird,seysun2
Cinnyris humbloti,Humblot's Sunbird,humsun2
Cinnyris comorensis,Anjouan Sunbird,anjsun2
Cinnyris coquerellii,Mayotte Sunbird,maysun2
Cinnyris lotenius,Loten's Sunbird,lobsun2
Cinnyris asiaticus/lotenius,Purple/Loten's Sunbird,y01334
Cinnyris sp.,Cinnyris sp.,cinnyr1
Aethopyga duyvenbodei,Elegant Sunbird,elesun1
Aethopyga ignicauda,Fire-tailed Sunbird,fitsun1
Aethopyga saturata,Black-throated Sunbird,bltsun1
Aethopyga saturata [saturata Group],Black-throated Sunbird (Black-throated),bktsun11
Aethopyga saturata johnsi,Black-throated Sunbird (Dalat),bktsun10
Aethopyga gouldiae,Mrs. Gould's Sunbird,gousun1
Aethopyga gouldiae gouldiae/isolata,Mrs. Gould's Sunbird (Yellow-breasted),gousun4
Aethopyga gouldiae dabryii,Mrs. Gould's Sunbird (Scarlet-breasted),gousun3
Aethopyga gouldiae annamensis,Mrs. Gould's Sunbird (Purple-rumped),gousun2
Aethopyga nipalensis,Green-tailed Sunbird,grtsun1
Aethopyga nipalensis [nipalensis Group],Green-tailed Sunbird (Green-tailed),gntsun3
Aethopyga nipalensis angkanensis,Green-tailed Sunbird (Doi Inthanon),gntsun2
Aethopyga shelleyi,Lovely Sunbird,lovsun1
Aethopyga temminckii,Temminck's Sunbird,temsun1
Aethopyga mystacalis,Javan Sunbird,scasun1
Aethopyga vigorsii,Vigors's Sunbird,wecsun1
Aethopyga siparaja,Crimson Sunbird,eacsun1
Aethopyga siparaja [seheriae Group],Crimson Sunbird (Goulpourah),crisun1
Aethopyga siparaja [siparaja Group],Crimson Sunbird (Crimson),crisun2
Aethopyga siparaja flavostriata/beccarii,Crimson Sunbird (Sulawesi),crisun3
Aethopyga temminckii/siparaja,Temminck's/Crimson Sunbird,y00916
Aethopyga magnifica,Magnificent Sunbird,magsun1
Aethopyga christinae,Fork-tailed Sunbird,fotsun1
Aethopyga christinae latouchii/sokolovi,Fork-tailed Sunbird (Fork-tailed),fotsun2
Aethopyga christinae christinae,Fork-tailed Sunbird (Hainan),fotsun3
Aethopyga bella,Handsome Sunbird,hansun1
Aethopyga eximia,White-flanked Sunbird,whfsun1
Aethopyga flagrans,Flaming Sunbird,flasun1
Aethopyga guimarasensis,Maroon-naped Sunbird,mansun1
Aethopyga pulcherrima,Metallic-winged Sunbird,mewsun3
Aethopyga pulcherrima jefferyi,Metallic-winged Sunbird (Luzon),mousun1
Aethopyga pulcherrima decorosa,Metallic-winged Sunbird (Bohol),bohsun1
Aethopyga pulcherrima pulcherrima,Metallic-winged Sunbird (Southern),mewsun2
Aethopyga linaraborae,Lina's Sunbird,linsun1
Aethopyga primigenia,Gray-hooded Sunbird,gyhsun2
Aethopyga boltoni,Apo Sunbird,moasun1
Aethopyga tibolii,Tboli Sunbird,tbosun1
Aethopyga sp.,Aethopyga sp.,aethop1
Nectariniidae sp. (sunbird sp.),sunbird sp.,sunbir1
Kurochkinegramma hypogrammicum,Purple-naped Spiderhunter,punsun1
Arachnothera crassirostris,Thick-billed Spiderhunter,thbspi1
Arachnothera robusta,Long-billed Spiderhunter,lobspi1
Arachnothera flammifera,Orange-tufted Spiderhunter,ortspi1
Arachnothera dilutior,Pale Spiderhunter,palspi2
Arachnothera longirostra,Little Spiderhunter,litspi1
Arachnothera juliae,Whitehead's Spiderhunter,whispi1
Arachnothera clarae,Naked-faced Spiderhunter,nafspi1
Arachnothera chrysogenys,Yellow-eared Spiderhunter,yeespi1
Arachnothera flavigaster,Spectacled Spiderhunter,spespi2
Arachnothera magna,Streaked Spiderhunter,strspi1
Arachnothera affinis,Streaky-breasted Spiderhunter,stbspi2
Arachnothera modesta,Gray-breasted Spiderhunter,gybspi2
Arachnothera everetti,Bornean Spiderhunter,borspi1
Arachnothera sp.,spiderhunter sp.,spider1
Irena puella,Asian Fairy-bluebird,asfblu1
Irena tweeddalii,Palawan Fairy-bluebird,asifab2
Irena cyanogastra,Philippine Fairy-bluebird,phifab1
Irena cyanogastra cyanogastra,Philippine Fairy-bluebird (cyanogastra),phifab2
Irena cyanogastra ellae,Philippine Fairy-bluebird (ellae),phifab3
Irena cyanogastra melanochlamys/hoogstraali,Philippine Fairy-bluebird (melanochlamys/hoogstraali),phifab6
Chloropsis flavipennis,Philippine Leafbird,philea1
Chloropsis palawanensis,Yellow-throated Leafbird,yetlea1
Chloropsis sonnerati,Greater Green Leafbird,grglea1
Chloropsis cyanopogon,Lesser Green Leafbird,leglea1
Chloropsis sonnerati/cyanopogon,Greater/Lesser Green Leafbird,y01054
Chloropsis moluccensis,Blue-winged Leafbird,blwlea1
Chloropsis cochinchinensis,Javan Leafbird,buwlea2
Chloropsis kinabaluensis,Bornean Leafbird,borlea1
Chloropsis jerdoni,Jerdon's Leafbird,jerlea1
Chloropsis aurifrons,Golden-fronted Leafbird,goflea1
Chloropsis jerdoni/aurifrons,Jerdon's/Golden-fronted Leafbird,y01012
Chloropsis media,Sumatran Leafbird,sumlea1
Chloropsis hardwickii,Orange-bellied Leafbird,orblea1
Chloropsis hardwickii hardwickii/malayana,Orange-bellied Leafbird (Orange-bellied),orblea2
Chloropsis hardwickii lazulina/melliana,Orange-bellied Leafbird (Grayish-crowned),orblea3
Chloropsis venusta,Blue-masked Leafbird,blmlea1
Chloropsis sp.,leafbird sp.,leafbi1
Peucedramus taeniatus,Olive Warbler,oliwar
Urocynchramus pylzowi,Przevalski's Pinktail,przros1
Bubalornis albirostris,White-billed Buffalo-Weaver,wbbwea1
Bubalornis niger,Red-billed Buffalo-Weaver,rbbwea1
Dinemellia dinemelli,White-headed Buffalo-Weaver,whbwea1
Sporopipes frontalis,Speckle-fronted Weaver,spfwea1
Sporopipes squamifrons,Scaly Weaver,scawea1
Plocepasser mahali,White-browed Sparrow-Weaver,wbswea1
Plocepasser mahali melanorhynchus,White-browed Sparrow-Weaver (Black-billed),whbspw1
Plocepasser mahali ansorgei,White-browed Sparrow-Weaver (White-tailed),whbspw2
Plocepasser mahali pectoralis,White-browed Sparrow-Weaver (Spot-chested),whbspw3
Plocepasser mahali mahali,White-browed Sparrow-Weaver (White-breasted),whbspw4
Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,ccswea1
Plocepasser rufoscapulatus,Chestnut-backed Sparrow-Weaver,cbswea1
Plocepasser donaldsoni,Donaldson Smith's Sparrow-Weaver,dsswea1
Histurgops ruficauda,Rufous-tailed Weaver,rutwea1
Pseudonigrita arnaudi,Gray-capped Social-Weaver,gyhsow1
Pseudonigrita cabanisi,Black-capped Social-Weaver,bcswea1
Philetairus socius,Sociable Weaver,socwea1
Malimbus coronatus,Red-crowned Malimbe,recmal2
Malimbus cassini,Black-throated Malimbe,bltmal1
Malimbus ballmanni,Gola Malimbe,balmal2
Malimbus racheliae,Rachel's Malimbe,racmal1
Malimbus scutatus,Red-vented Malimbe,revmal1
Malimbus ibadanensis,Ibadan Malimbe,ibamal1
Malimbus erythrogaster,Red-bellied Malimbe,rebmal1
Malimbus nitens,Blue-billed Malimbe,gramal1
Malimbus malimbicus,Crested Malimbe,cremal1
Malimbus rubricollis,Red-headed Malimbe,rehmal1
Malimbus sp.,malimbe sp.,malimb1
Anaplectes rubriceps,Red-headed Weaver,rehwea1
Anaplectes rubriceps leuconotos,Red-headed Weaver (Northern),rehwea2
Anaplectes rubriceps rubriceps,Red-headed Weaver (Southern),rehwea4
Anaplectes jubaensis,Red Weaver,rehwea3
Ploceus flavipes,Yellow-legged Weaver,yelwea2
Ploceus bertrandi,Bertram's Weaver,berwea2
Ploceus baglafecht,Baglafecht Weaver,bagwea1
Ploceus baglafecht [baglafecht Group],Baglafecht Weaver (Baglafecht),bagwea2
Ploceus baglafecht emini,Baglafecht Weaver (Emin's),bagwea3
Ploceus baglafecht reichenowi,Baglafecht Weaver (Reichenow's),bagwea4
Ploceus baglafecht [stuhlmanni Group],Baglafecht Weaver (Stuhlmann's),bagwea5
Ploceus nigrimentus,Black-chinned Weaver,bkcwea1
Ploceus bannermani,Bannerman's Weaver,banwea1
Ploceus baglafecht/bannermani,Baglafecht/Bannerman's Weaver,y01062
Ploceus batesi,Bates's Weaver,batwea1
Ploceus luteolus,Little Weaver,litwea1
Ploceus pelzelni,Slender-billed Weaver,slbwea1
Ploceus subpersonatus,Loango Weaver,loawea1
Ploceus brachypterus,Olive-naped Weaver,bknwea1
Ploceus nigricollis,Black-necked Weaver,bknwea2
Ploceus brachypterus x nigricollis,Olive-naped x Black-necked Weaver (hybrid),bknwea3
Ploceus brachypterus/nigricollis,Olive-naped/Black-necked Weaver,blnwea1
Ploceus ocularis,Spectacled Weaver,spewea1
Ploceus ocularis crocatus,Spectacled Weaver (Yellow-throated),spewea3
Ploceus ocularis ocularis/suahelicus,Spectacled Weaver (Black-throated),spewea4
Ploceus nigricollis/ocularis,Black-necked/Spectacled Weaver,y00929
Ploceus melanogaster,Black-billed Weaver,blbwea1
Ploceus melanogaster melanogaster,Black-billed Weaver (Western),bkbwea1
Ploceus melanogaster stephanophorus,Black-billed Weaver (Eastern),bkbwea2
Ploceus alienus,Strange Weaver,strwea1
Ploceus capensis,Cape Weaver,capwea1
Ploceus temporalis,Bocage's Weaver,bocwea1
Ploceus subaureus,African Golden-Weaver,afgwea1
Ploceus xanthops,Holub's Golden-Weaver,hogwea1
Ploceus aurantius,Orange Weaver,orawea1
Ploceus bojeri,Golden Palm Weaver,gopwea1
Ploceus castaneiceps,Taveta Golden-Weaver,tagwea1
Ploceus princeps,Principe Golden-Weaver,prgwea1
Ploceus xanthopterus,Southern Brown-throated Weaver,sbtwea1
Ploceus castanops,Northern Brown-throated Weaver,nbtwea1
Ploceus burnieri,Kilombero Weaver,kilwea1
Ploceus holoxanthus,Ruvu Weaver,ruvwea1
Ploceus subaureus/holoxanthus,African Golden-Weaver/Ruvu Weaver,y01194
Ploceus taeniopterus,Northern Masked-Weaver,nomwea1
Ploceus intermedius,Lesser Masked-Weaver,lesmaw1
Ploceus velatus,Southern Masked-Weaver,afmwea
Ploceus vitellinus,Vitelline Masked-Weaver,vimwea1
Ploceus reichardi,Tanganyika Masked-Weaver,tanmaw1
Ploceus katangae,Katanga Masked-Weaver,kamwea1
Ploceus katangae upembae,Katanga Masked-Weaver (Upemba),katmaw1
Ploceus katangae katangae,Katanga Masked-Weaver (Katanga),katmaw2
Ploceus ruweti,Lake Lufira Masked-Weaver,lalmaw1
Ploceus heuglini,Heuglin's Masked-Weaver,hemwea1
Ploceus galbula,Rüppell's Weaver,ruewea1
Ploceus spekei,Speke's Weaver,spewea2
Ploceus spekeoides,Fox's Weaver,foxwea1
Ploceus castaneofuscus,Chestnut-and-black Weaver,viewea2
Ploceus nigerrimus,Vieillot's Black Weaver,viewea3
Ploceus castaneofuscus/nigerrimus,Chestnut-and-black/Vieillot's Black Weaver,viewea1
Ploceus cucullatus,Village Weaver,vilwea1
Ploceus cucullatus collaris,Village Weaver (Mottled),vilwea2
Ploceus cucullatus [cucullatus Group],Village Weaver (Black-headed),vilwea3
Ploceus cucullatus nigriceps/graueri,Village Weaver (Layard's),vilwea4
Ploceus cucullatus spilonotus,Village Weaver (Spot-backed),vilwea5
Ploceus grandis,Giant Weaver,giawea1
Ploceus weynsi,Weyns's Weaver,weywea1
Ploceus golandi,Kilifi Weaver,clawea1
